"samplesize","type","kurtx.x1","skewx.x1","rmall.SWA_mean.BM3","rmall.SWA_mean.SQM","rmall.SWA_mean.BM2","rmall.SWA_mean.WM","rmall.SWA_mean.BWM","rmall.SWA_mean.TM","rmall.SWAHLM_mean.SWAHLM2_16.BM3","rmall.SWAHLM_mean.SWAHLM2_16.SQM","rmall.SWAHLM_mean.SWAHLM2_16.BM2","rmall.SWAHLM_mean.SWAHLM2_16.WM","rmall.SWAHLM_mean.SWAHLM2_16.BWM","rmall.SWAHLM_mean.SWAHLM2_16.TM","rmall.SWAHLM_mean.SWAHLM2_16.median","rmall.SWAHLM_mean.SWAHLM3_16.MH","rmall.SWAHLM_mean.SWAHLM3_16.WM","rmall.SWAHLM_mean.SWAHLM3_16.BWM","rmall.SWAHLM_mean.SWAHLM3_16.TM","rmall.SWAHLM_mean.SWAHLM3_16.median","rmall.SWAHLM_mean.SWAHLM4_16.MH","rmall.SWAHLM_mean.SWAHLM4_16.WM","rmall.SWAHLM_mean.SWAHLM4_16.BWM","rmall.SWAHLM_mean.SWAHLM4_16.TM","rmall.SWAHLM_mean.SWAHLM4_16.median","qmall.CDF_SWA_mean.pc_meanBM3","qmall.CDF_SWA_mean.pc_meanSQM","qmall.CDF_SWA_mean.pc_meanBM2","qmall.CDF_SWA_mean.pc_meanWM","qmall.CDF_SWA_mean.pc_meanBWM","qmall.CDF_SWA_mean.pc_meanTM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BM3","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.SQM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BM2","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.median","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.MH","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.median","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.MH","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.median","rvarall.SWAvar.BM3","rvarall.SWAvar.SQM","rvarall.SWAvar.BM2","rvarall.SWAvar.WM","rvarall.SWAvar.BWM","rvarall.SWAvar.TM","rvarall.SWAHLM_var.SWAHLM2_31256.MH","rvarall.SWAHLM_var.SWAHLM2_31256.WM","rvarall.SWAHLM_var.SWAHLM2_31256.BWM","rvarall.SWAHLM_var.SWAHLM2_31256.TM","rvarall.SWAHLM_var.SWAHLM2_31256.median","rvarall.SWAHLM_var.SWAHLM3_31256.WM","rvarall.SWAHLM_var.SWAHLM3_31256.TM","rvarall.SWAHLM_var.SWAHLM3_31256.median","rvarall.SWAHLM_var.SWAHLM4_31256.WM","rvarall.SWAHLM_var.SWAHLM4_31256.TM","rvarall.SWAHLM_var.SWAHLM4_31256.median","qvarall.CDF_SWA_var.pc_varBM3","qvarall.CDF_SWA_var.pc_varSQM","qvarall.CDF_SWA_var.pc_varBM2","qvarall.CDF_SWA_var.pc_varWM","qvarall.CDF_SWA_var.pc_varBWM","qvarall.CDF_SWA_var.pc_varTM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.MH","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.BWM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.median","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.median","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.median","rtmall.SWAtm.MH","rtmall.SWAtm.WM","rtmall.SWAtm.BWM","rtmall.SWAtm.TM","rtmall.SWAHLM_tm.SWAHLM2_741.WM","rtmall.SWAHLM_tm.SWAHLM2_741.TM","rtmall.SWAHLM_tm.SWAHLM2_741.median","rtmall.SWAHLM_tm.SWAHLM3_741.WM","rtmall.SWAHLM_tm.SWAHLM3_741.TM","rtmall.SWAHLM_tm.SWAHLM3_741.median","qtmall.CDF_SWA_tm.pc_tmMH","qtmall.CDF_SWA_tm.pc_tmWM","qtmall.CDF_SWA_tm.pc_tmBWM","qtmall.CDF_SWA_tm.pc_tmTM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.WM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.TM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.median","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.WM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.TM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.median","rfmall.SWAfm.MH","rfmall.SWAfm.WM","rfmall.SWAfm.BWM","rfmall.SWAfm.TM","rfmall.SWAHLM_fm.SWAHLM2_312.WM","rfmall.SWAHLM_fm.SWAHLM2_312.TM","rfmall.SWAHLM_fm.SWAHLM2_312.median","qfmall.CDF_SWA_fm.pc_fmMH","qfmall.CDF_SWA_fm.pc_fmWM","qfmall.CDF_SWA_fm.pc_fmBWM","qfmall.CDF_SWA_fm.pc_fmTM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.WM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.TM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.median"
3686400,1,15.6,2.80044087259686,12,14,19,8,18,21,9,13,15,10,16,17,23,4,3,5,11,22,1,2,6,7,20,41,31,44,37,42,45,36,28,40,33,38,43,46,25,32,30,34,39,24,26,29,27,35,29,24,25,20,17,7,18,13,9,5,2,6,11,10,8,15,19,34,33,31,32,22,4,30,27,16,12,1,21,14,3,23,26,28,8,4,7,5,6,2,1,3,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,6,5,2,4,7,11,11,11,11,11,11,11
3686400,1,15.8,2.82060507257085,13,14,20,10,19,21,12,11,16,9,15,17,23,4,3,5,8,22,1,2,6,7,18,41,32,44,37,43,45,35,25,40,36,39,42,46,26,28,30,33,38,24,27,34,29,31,26,20,23,17,15,5,19,12,6,3,2,4,7,11,8,13,18,34,33,29,28,27,9,32,30,14,10,1,21,16,22,25,24,31,10,5,4,2,7,3,1,6,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,16,2.84059882501572,13,14,20,8,18,21,11,12,16,10,15,17,23,4,3,5,9,22,1,2,6,7,19,42,29,44,36,43,45,31,27,40,34,38,41,46,26,28,33,30,39,24,25,37,32,35,26,18,19,15,13,5,16,10,7,4,2,3,8,14,6,12,17,33,34,32,27,22,11,29,30,21,9,1,23,24,20,25,28,31,10,7,4,3,5,2,1,6,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,16.2,2.86042601886603,12,13,20,8,18,21,10,16,15,11,14,17,23,4,3,5,9,22,1,2,6,7,19,42,30,44,38,43,45,36,27,39,31,41,40,46,25,28,32,29,34,24,26,35,37,33,29,25,26,19,14,6,20,11,7,5,2,4,8,10,9,13,17,34,32,33,30,12,3,31,23,18,15,1,21,16,22,27,28,24,9,7,4,3,6,2,1,5,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,5,1,2,7,11,11,11,11,11,11,11
3686400,1,16.4,2.88009039959704,12,13,20,8,18,21,10,15,16,11,14,17,23,5,3,4,9,22,1,2,6,7,19,42,30,44,33,43,45,35,26,41,34,40,39,46,25,28,32,29,37,24,27,31,36,38,26,13,21,9,12,4,15,10,6,3,2,5,7,17,8,11,16,34,30,31,32,25,14,28,27,19,18,1,24,23,22,20,29,33,9,5,4,3,6,2,1,7,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,16.6,2.89959557649698,12,14,20,8,18,21,11,13,16,10,15,17,23,4,3,5,9,22,1,2,6,7,19,42,28,44,35,43,45,38,27,40,34,41,37,46,25,29,31,32,39,24,26,30,33,36,26,19,22,17,15,6,16,10,8,3,2,5,9,11,7,12,14,34,33,32,31,21,4,30,28,18,13,1,25,20,23,27,24,29,8,5,4,2,6,3,1,7,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,4,3,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,16.8,2.91894502947258,13,15,20,8,18,21,11,12,16,10,14,17,23,4,3,5,9,22,1,2,6,7,19,41,28,44,37,43,45,36,27,42,35,40,38,46,25,30,32,33,39,24,26,29,31,34,29,18,22,15,14,5,16,11,8,4,2,3,9,10,6,13,17,34,33,32,27,21,12,30,26,25,7,1,23,20,19,24,28,31,10,5,4,1,6,2,3,7,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,4,7,6,1,3,5,11,11,11,11,11,11,11
3686400,1,17,2.93814211542352,12,13,20,8,18,21,9,14,16,11,15,17,23,4,3,5,10,22,1,2,6,7,19,42,29,44,39,43,45,34,27,40,36,41,37,46,26,30,35,32,38,24,25,28,31,33,26,20,22,14,13,4,18,11,8,3,2,5,9,7,6,12,16,34,33,28,30,25,10,32,29,19,17,1,23,21,15,24,27,31,9,4,7,6,3,2,1,5,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,17.2,2.95719007421951,12,14,20,8,18,21,10,13,16,9,15,17,23,5,3,4,11,22,1,2,6,7,19,42,31,44,36,43,45,34,26,40,38,41,35,46,28,30,39,32,37,24,25,27,29,33,26,19,21,15,14,5,20,13,6,4,2,3,7,9,8,12,16,34,33,30,31,23,10,32,29,17,11,1,22,25,18,24,28,27,8,4,5,3,6,2,1,7,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,17.4,2.97609203430904,13,14,20,8,18,21,10,12,16,9,15,17,23,4,3,5,11,22,1,2,6,7,19,41,31,44,34,43,45,35,26,39,37,42,36,46,27,29,40,32,38,24,25,30,28,33,27,19,21,15,14,6,16,11,7,5,2,3,8,10,9,12,17,34,33,30,26,20,18,31,28,13,4,1,24,22,25,23,29,32,8,6,5,3,4,2,1,7,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,7,1,2,5,11,11,11,11,11,11,11
3686400,1,17.6,2.99485101798764,12,13,20,8,18,21,9,14,16,10,15,17,23,4,3,5,11,22,1,2,6,7,19,42,30,44,32,43,45,36,29,39,33,41,37,46,26,27,38,34,40,24,25,31,28,35,30,24,25,21,18,6,19,14,8,7,2,5,10,15,9,17,22,34,33,32,29,20,4,28,27,12,3,1,11,16,23,13,26,31,9,7,5,3,6,1,2,4,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,4,6,7,1,3,5,11,11,11,11,11,11,11
3686400,1,17.8,3.01346994635059,12,13,20,8,18,21,11,14,16,9,15,17,23,5,3,4,10,22,1,2,6,7,19,42,29,44,34,43,45,37,28,39,33,41,38,46,26,27,32,35,40,24,25,30,31,36,25,17,22,13,14,4,19,12,8,5,2,3,9,10,7,15,21,34,30,33,31,26,6,29,28,16,11,1,18,24,20,23,27,32,9,6,5,4,3,2,1,7,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,18,3.03195164395263,13,12,19,8,18,21,11,14,16,10,15,17,23,5,3,4,9,22,1,2,6,7,20,40,30,43,33,44,45,37,28,38,32,42,39,46,26,27,34,35,41,24,25,31,29,36,24,16,18,13,12,5,15,10,6,3,2,4,7,9,8,11,14,34,33,31,30,25,19,29,28,21,17,1,20,22,23,26,27,32,8,3,7,5,4,1,2,6,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
3686400,1,18.2,3.05029884319575,13,14,20,8,18,21,12,11,16,9,15,17,23,5,3,4,10,22,1,2,6,7,19,41,31,43,36,44,45,35,26,39,34,42,38,46,25,27,33,30,40,24,28,32,29,37,32,21,23,18,14,5,19,12,8,6,2,4,10,15,9,16,20,34,31,33,30,3,13,25,29,17,7,1,11,24,22,26,27,28,7,3,6,4,5,2,1,8,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,4,6,7,1,3,5,11,11,11,11,11,11,11
3686400,1,18.4,3.06851418846428,13,14,20,8,18,21,11,12,16,9,15,17,23,5,3,4,10,22,1,2,6,7,19,41,30,43,35,44,45,36,26,39,34,42,37,46,25,28,31,33,40,24,27,29,32,38,32,24,25,18,15,3,19,13,6,4,2,5,7,17,8,14,11,34,33,30,28,16,12,31,29,9,10,1,26,22,27,20,21,23,10,8,4,2,5,1,3,6,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,5,6,1,4,7,11,11,11,11,11,11,11
3686400,1,18.6,3.08660024002455,13,14,20,9,18,21,11,15,16,10,12,17,23,8,3,4,7,22,1,2,5,6,19,41,29,44,34,43,45,36,28,39,33,42,37,46,25,27,31,35,40,24,26,30,32,38,25,20,21,14,12,4,15,9,6,3,2,5,7,10,8,11,13,33,34,30,29,23,17,32,27,22,16,1,24,18,26,19,28,31,10,5,4,2,6,3,1,7,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,18.8,3.1045594777057,12,14,20,8,18,21,11,16,15,10,13,17,23,5,3,4,9,22,2,1,6,7,19,40,28,44,34,43,45,36,27,39,33,41,37,46,25,30,32,38,42,24,26,31,29,35,28,16,19,14,13,5,17,11,7,4,2,3,8,10,9,12,15,34,33,30,32,27,6,31,29,21,18,1,24,20,23,22,25,26,8,3,6,4,5,2,1,7,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
3686400,1,19,3.12239430437605,14,15,20,7,18,21,10,12,16,9,13,17,23,11,4,3,8,22,1,2,5,6,19,41,28,44,35,43,45,36,26,38,32,40,37,46,27,29,34,39,42,24,25,31,30,33,28,18,20,13,12,5,15,10,6,3,2,4,8,7,9,11,14,34,32,33,29,27,16,31,26,25,17,1,21,19,22,23,24,30,7,6,4,2,5,1,3,8,10,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,19.2,3.14010704922916,13,15,20,8,18,21,11,14,16,9,12,17,23,10,4,3,7,22,1,2,5,6,19,40,28,44,35,43,45,33,24,41,36,42,37,46,27,29,31,39,38,25,26,32,30,34,24,16,17,13,10,4,15,12,6,3,2,5,7,8,9,11,14,34,31,33,25,28,21,30,27,19,18,1,22,20,26,23,29,32,10,5,4,2,6,3,1,7,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,5,4,7,6,1,2,3,11,11,11,11,11,11,11
3686400,1,19.4,3.15769997089169,12,14,20,8,18,21,10,15,16,11,13,17,23,6,3,4,9,22,1,2,5,7,19,42,28,44,35,43,45,33,27,38,34,39,40,46,26,29,32,37,41,24,25,31,30,36,25,17,20,14,11,4,15,10,6,3,2,5,7,8,9,12,16,34,33,32,29,30,21,28,31,22,13,1,18,23,19,24,26,27,6,2,5,4,7,1,8,3,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,5,1,2,7,11,11,11,11,11,11,11
3686400,1,19.6,3.1751752603652,12,13,19,7,18,21,10,15,16,11,14,17,23,8,3,4,9,22,1,2,5,6,20,42,29,43,33,44,45,36,30,37,35,38,40,46,26,28,32,34,41,24,25,27,31,39,27,18,21,15,13,5,16,10,6,3,2,4,7,9,8,12,17,34,33,30,32,31,20,22,28,25,11,1,14,26,23,24,19,29,5,3,7,4,1,2,8,6,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,19.8,3.1925350438122,15,13,20,9,18,21,11,14,17,10,12,16,23,6,3,4,8,22,1,2,5,7,19,39,29,43,32,44,45,36,28,37,35,38,40,46,25,27,33,34,42,24,26,30,31,41,21,17,16,14,10,4,15,12,5,3,2,6,7,8,9,11,13,34,32,33,30,29,18,31,28,22,19,1,20,23,27,24,25,26,5,1,6,4,7,2,3,8,10,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,20,3.20978138519678,15,14,20,9,18,21,11,17,16,10,12,13,23,8,4,3,7,22,1,2,5,6,19,39,30,44,32,43,45,36,26,37,35,41,38,46,25,28,34,33,40,24,27,29,31,42,28,20,21,14,11,4,16,10,6,3,2,5,7,9,8,12,17,34,33,29,30,26,15,32,27,25,18,1,22,19,23,13,24,31,9,7,6,2,5,1,3,4,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,20.2,3.22691628878859,12,13,20,6,18,21,9,14,16,11,15,17,23,10,3,4,8,22,1,2,5,7,19,39,29,44,34,43,45,36,26,37,33,42,41,46,25,30,35,32,38,24,27,28,31,40,26,16,18,13,11,5,14,10,6,4,2,3,7,9,8,12,15,34,33,30,29,32,23,27,31,22,19,1,17,21,25,20,24,28,8,4,6,5,1,2,9,3,7,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,20.4,3.24394170153907,12,14,19,5,18,21,8,13,16,10,15,17,23,7,3,4,11,22,1,2,6,9,20,38,26,44,35,43,45,33,28,39,34,42,37,46,25,30,36,32,40,24,27,29,31,41,25,17,18,12,9,4,16,11,7,3,2,5,8,13,6,10,14,34,33,30,31,26,20,27,29,19,22,1,15,23,32,24,21,28,1,2,9,8,3,5,10,4,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,5,4,6,7,1,2,3,11,11,11,11,11,11,11
3686400,1,20.6,3.26085951533761,13,12,19,6,18,21,10,15,16,11,14,17,23,7,3,4,9,22,1,2,5,8,20,37,25,44,35,43,45,34,28,41,33,42,40,46,26,31,36,32,39,24,27,29,30,38,26,16,17,14,9,4,15,11,6,3,2,8,7,12,5,10,13,34,31,32,29,21,18,30,25,24,22,1,23,20,33,19,28,27,7,3,6,4,2,1,10,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,4,5,6,1,2,3,11,11,11,11,11,11,11
3686400,1,20.7999999999999,3.27767156915499,13,12,19,6,18,21,10,16,15,11,14,17,23,8,3,4,9,22,1,2,5,7,20,37,28,44,36,43,45,32,26,41,34,42,40,46,25,31,35,33,38,24,27,30,29,39,24,16,19,13,10,4,15,11,6,3,2,5,7,8,9,12,14,34,30,33,27,31,22,32,21,23,18,1,25,17,29,20,26,28,3,1,9,7,2,4,5,6,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,7,1,2,5,11,11,11,11,11,11,11
3686400,1,21,3.29437965108094,13,14,19,7,18,21,10,11,16,6,15,17,23,12,4,3,9,22,1,2,5,8,20,40,28,44,36,43,45,32,25,41,33,42,39,46,27,31,35,34,38,24,26,30,29,37,23,18,17,15,10,3,14,11,5,4,2,6,7,8,9,12,13,33,34,32,29,31,21,30,28,26,22,1,24,19,27,16,25,20,7,3,6,5,2,1,9,4,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,5,6,1,2,7,11,11,11,11,11,11,11
3686400,1,21.2,3.31098550026216,12,13,20,6,18,21,10,16,15,11,14,17,23,9,3,4,8,22,1,2,5,7,19,40,28,43,36,44,45,32,27,39,37,42,41,46,25,29,35,34,38,24,26,31,30,33,22,18,16,14,10,4,15,11,6,3,2,5,8,9,7,12,13,34,33,29,32,30,19,25,31,23,27,1,17,28,24,20,21,26,2,1,7,4,5,3,9,6,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,5,1,2,7,11,11,11,11,11,11,11
3686400,1,21.3999999999999,3.32749080874656,12,13,19,6,18,21,10,17,15,11,14,16,23,9,3,4,8,22,1,2,5,7,20,40,28,43,35,44,45,36,27,39,38,42,41,46,26,29,34,32,37,24,25,30,31,33,26,17,18,14,10,4,16,11,6,3,2,5,7,8,9,12,13,34,33,32,31,28,20,27,29,23,25,1,15,21,19,24,22,30,5,2,7,6,1,3,9,4,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,7,1,2,5,11,11,11,11,11,11,11
3686400,1,21.6000000000001,3.34389722323944,12,13,19,5,18,21,8,16,15,11,14,17,23,7,3,4,10,22,1,2,6,9,20,41,27,43,35,44,45,34,29,39,37,42,40,46,26,28,33,36,38,24,25,30,31,32,22,17,18,14,10,5,15,11,7,4,2,6,8,3,9,12,13,34,33,32,28,30,24,31,25,23,19,1,20,16,21,27,26,29,2,3,9,8,1,4,10,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,4,3,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,21.8,3.36020634677632,12,13,19,6,18,21,9,16,15,11,14,17,23,10,3,4,8,22,1,2,5,7,20,39,28,43,35,44,45,37,27,38,33,42,41,46,26,29,31,36,40,24,25,32,30,34,19,17,16,15,10,4,14,11,7,3,2,6,8,5,9,12,13,34,33,31,30,32,26,28,27,23,18,1,21,20,24,22,29,25,3,1,8,6,2,4,10,5,9,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,4,3,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,22,3.37641974031768,13,14,19,7,18,21,10,15,17,11,12,16,23,9,3,4,8,22,1,2,5,6,20,39,28,44,35,43,45,36,27,38,33,42,41,46,26,29,32,34,40,24,25,31,30,37,19,17,16,13,10,4,15,11,6,3,2,5,8,7,9,12,14,33,34,32,31,30,21,28,29,25,24,1,18,23,22,20,27,26,7,3,8,6,2,1,5,4,9,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,22.1999999999999,3.39253892426949,12,15,19,6,18,21,11,13,16,10,14,17,23,9,3,4,8,22,1,2,5,7,20,41,27,43,36,44,45,35,28,39,34,42,40,46,26,29,30,33,37,25,24,31,32,38,19,16,17,13,10,4,14,12,6,3,2,5,7,8,9,11,15,34,33,32,30,29,23,27,28,25,26,1,18,22,20,24,21,31,8,5,6,3,2,1,10,4,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,4,5,1,2,3,11,11,11,11,11,11,11
3686400,1,22.4,3.40856537993421,12,13,19,5,18,20,8,16,15,10,14,17,23,11,4,3,9,22,1,2,6,7,21,40,27,43,34,44,45,36,29,38,35,42,41,46,26,28,30,33,39,24,25,32,31,37,24,17,16,13,10,4,15,12,5,3,2,7,6,8,9,11,14,34,33,30,29,32,28,26,23,25,19,1,18,20,27,22,21,31,7,4,8,6,1,2,10,3,5,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,5,4,11,11,11,11,11,11,11
3686400,1,22.6,3.42450055089573,12,13,19,6,18,21,9,17,15,11,14,16,23,10,4,3,8,22,1,2,5,7,20,41,28,44,34,43,45,37,29,38,33,42,39,46,27,26,32,36,40,24,25,31,30,35,21,16,17,14,10,4,15,11,6,3,2,5,8,7,9,12,13,34,26,32,25,33,30,28,27,29,20,1,22,18,31,19,24,23,6,2,9,7,1,3,10,4,8,5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,5,4,7,6,1,2,3,11,11,11,11,11,11,11
3686400,1,22.8,3.44034584434206,14,13,19,6,18,21,9,17,16,10,12,15,23,11,4,3,8,22,1,2,5,7,20,42,29,44,33,43,45,37,27,39,34,41,40,46,28,26,31,36,38,25,24,30,32,35,18,16,17,13,10,4,15,11,6,3,1,5,8,7,9,12,14,34,28,32,30,33,24,31,26,27,23,2,19,21,29,22,20,25,5,2,8,6,1,3,10,4,9,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,4,6,5,1,2,3,11,11,11,11,11,11,11
3686400,1,23,3.45610263232912,13,14,19,8,18,21,9,16,17,10,12,15,23,11,4,3,7,22,1,2,5,6,20,41,30,44,32,43,45,35,28,40,34,42,39,46,26,27,31,37,36,24,25,29,33,38,18,17,16,13,10,4,15,12,5,3,1,6,7,9,8,11,14,32,34,31,30,33,19,29,28,26,25,2,21,22,27,20,23,24,4,1,7,5,2,3,9,6,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,5,7,6,1,2,4,11,11,11,11,11,11,11
3686400,1,23.1999999999999,3.47177225298877,14,13,19,6,18,20,9,17,16,11,12,15,23,10,4,3,8,22,1,2,5,7,21,42,29,44,34,43,45,35,31,41,33,40,38,46,25,27,32,36,37,26,24,28,30,39,19,16,17,14,10,4,15,13,5,3,2,6,7,9,8,11,12,34,33,32,28,31,20,26,27,22,25,1,21,23,29,18,30,24,1,2,7,6,3,4,9,5,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,5,6,7,1,2,4,11,11,11,11,11,11,11
3686400,1,23.4,3.48735601168416,13,12,19,6,18,20,9,15,16,10,14,17,23,11,4,3,8,22,2,1,5,7,21,42,27,44,35,43,45,38,31,40,32,41,39,46,26,30,33,37,36,25,24,28,29,34,18,17,16,14,10,4,15,13,6,3,2,8,7,5,9,12,11,34,33,31,29,32,23,28,25,26,21,1,19,22,30,20,24,27,2,1,7,5,3,4,10,6,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,7,1,2,5,11,11,11,11,11,11,11
