"samplesize","type","kurtx.x1","skewx.x1","rmall.SWA_mean.BM3","rmall.SWA_mean.SQM","rmall.SWA_mean.BM2","rmall.SWA_mean.WM","rmall.SWA_mean.BWM","rmall.SWA_mean.TM","rmall.SWAHLM_mean.SWAHLM2_16.BM3","rmall.SWAHLM_mean.SWAHLM2_16.SQM","rmall.SWAHLM_mean.SWAHLM2_16.BM2","rmall.SWAHLM_mean.SWAHLM2_16.WM","rmall.SWAHLM_mean.SWAHLM2_16.BWM","rmall.SWAHLM_mean.SWAHLM2_16.TM","rmall.SWAHLM_mean.SWAHLM2_16.median","rmall.SWAHLM_mean.SWAHLM3_16.MH","rmall.SWAHLM_mean.SWAHLM3_16.WM","rmall.SWAHLM_mean.SWAHLM3_16.BWM","rmall.SWAHLM_mean.SWAHLM3_16.TM","rmall.SWAHLM_mean.SWAHLM3_16.median","rmall.SWAHLM_mean.SWAHLM4_16.MH","rmall.SWAHLM_mean.SWAHLM4_16.WM","rmall.SWAHLM_mean.SWAHLM4_16.BWM","rmall.SWAHLM_mean.SWAHLM4_16.TM","rmall.SWAHLM_mean.SWAHLM4_16.median","qmall.CDF_SWA_mean.pc_meanBM3","qmall.CDF_SWA_mean.pc_meanSQM","qmall.CDF_SWA_mean.pc_meanBM2","qmall.CDF_SWA_mean.pc_meanWM","qmall.CDF_SWA_mean.pc_meanBWM","qmall.CDF_SWA_mean.pc_meanTM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BM3","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.SQM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BM2","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.median","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.MH","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.median","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.MH","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.median","rvarall.SWAvar.BM3","rvarall.SWAvar.SQM","rvarall.SWAvar.BM2","rvarall.SWAvar.WM","rvarall.SWAvar.BWM","rvarall.SWAvar.TM","rvarall.SWAHLM_var.SWAHLM2_31256.MH","rvarall.SWAHLM_var.SWAHLM2_31256.WM","rvarall.SWAHLM_var.SWAHLM2_31256.BWM","rvarall.SWAHLM_var.SWAHLM2_31256.TM","rvarall.SWAHLM_var.SWAHLM2_31256.median","rvarall.SWAHLM_var.SWAHLM3_31256.WM","rvarall.SWAHLM_var.SWAHLM3_31256.TM","rvarall.SWAHLM_var.SWAHLM3_31256.median","rvarall.SWAHLM_var.SWAHLM4_31256.WM","rvarall.SWAHLM_var.SWAHLM4_31256.TM","rvarall.SWAHLM_var.SWAHLM4_31256.median","qvarall.CDF_SWA_var.pc_varBM3","qvarall.CDF_SWA_var.pc_varSQM","qvarall.CDF_SWA_var.pc_varBM2","qvarall.CDF_SWA_var.pc_varWM","qvarall.CDF_SWA_var.pc_varBWM","qvarall.CDF_SWA_var.pc_varTM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.MH","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.BWM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.median","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.median","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.median","rtmall.SWAtm.MH","rtmall.SWAtm.WM","rtmall.SWAtm.BWM","rtmall.SWAtm.TM","rtmall.SWAHLM_tm.SWAHLM2_741.WM","rtmall.SWAHLM_tm.SWAHLM2_741.TM","rtmall.SWAHLM_tm.SWAHLM2_741.median","rtmall.SWAHLM_tm.SWAHLM3_741.WM","rtmall.SWAHLM_tm.SWAHLM3_741.TM","rtmall.SWAHLM_tm.SWAHLM3_741.median","qtmall.CDF_SWA_tm.pc_tmMH","qtmall.CDF_SWA_tm.pc_tmWM","qtmall.CDF_SWA_tm.pc_tmBWM","qtmall.CDF_SWA_tm.pc_tmTM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.WM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.TM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.median","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.WM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.TM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.median","rfmall.SWAfm.MH","rfmall.SWAfm.WM","rfmall.SWAfm.BWM","rfmall.SWAfm.TM","rfmall.SWAHLM_fm.SWAHLM2_312.WM","rfmall.SWAHLM_fm.SWAHLM2_312.TM","rfmall.SWAHLM_fm.SWAHLM2_312.median","qfmall.CDF_SWA_fm.pc_fmMH","qfmall.CDF_SWA_fm.pc_fmWM","qfmall.CDF_SWA_fm.pc_fmBWM","qfmall.CDF_SWA_fm.pc_fmTM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.WM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.TM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.median"
3686400,1,7.39999999999996,1.7410361697907,9,15,20,11,19,22,13,7,14,10,16,18,23,3,4,8,12,21,1,2,5,6,17,44,39,43,35,42,45,40,36,32,26,38,31,46,30,27,28,33,41,29,34,24,25,37,33,31,30,29,22,13,23,21,17,14,4,11,16,27,12,19,25,28,32,9,26,6,3,34,24,5,2,1,10,18,7,8,15,20,20,18,14,12,19,13,11,16,17,15,1,8,3,2,10,7,5,6,4,9,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,7.60000000000003,1.77575912113176,9,15,20,11,19,22,13,8,14,10,16,18,23,3,4,7,12,21,1,2,5,6,17,44,38,43,36,41,45,39,35,40,32,30,37,46,26,33,29,28,42,25,31,24,27,34,33,31,32,29,28,19,24,21,26,20,11,16,22,27,18,23,30,17,34,8,14,4,2,25,13,5,7,1,9,3,6,12,10,15,20,19,14,13,18,12,11,16,17,15,3,5,4,9,10,7,1,8,6,2,1,2,5,6,3,4,7,11,11,11,11,11,11,11
3686400,1,7.80000000000003,1.8097320620562,8,14,20,11,19,22,13,9,15,10,16,18,23,3,4,7,12,21,1,2,5,6,17,43,37,44,42,40,45,35,32,41,39,33,38,46,25,36,29,28,34,24,30,27,26,31,34,30,33,27,28,22,19,20,26,23,10,17,24,31,18,25,29,16,32,11,7,4,2,21,15,3,6,1,9,8,5,14,12,13,20,19,14,13,18,12,11,15,16,17,4,6,9,7,8,10,1,2,3,5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,8.00000000000007,1.84299850911548,8,14,20,11,19,22,13,9,15,10,16,18,23,3,4,7,12,21,1,2,5,6,17,43,29,44,42,41,45,33,27,39,38,35,40,46,25,32,26,28,37,24,34,36,31,30,34,30,31,27,25,19,26,24,22,20,9,16,21,28,17,23,29,18,33,12,13,3,2,32,14,5,4,1,7,10,6,8,11,15,20,19,14,12,18,13,11,17,16,15,3,2,9,7,5,4,1,10,8,6,1,2,5,6,3,4,7,11,11,11,11,11,11,11
3686400,1,8.20000000000006,1.87559794017716,8,14,20,11,19,22,13,9,15,10,16,18,23,3,4,7,12,21,1,2,5,6,17,43,32,44,40,41,45,30,26,42,38,35,39,46,25,37,31,29,36,24,27,33,34,28,34,31,33,28,29,20,21,22,27,23,13,16,24,30,18,26,32,15,25,12,11,5,2,17,10,7,3,1,8,6,4,14,9,19,20,19,14,13,18,12,11,16,15,17,2,3,7,10,8,5,1,9,6,4,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,8.39999999999999,1.90756630148484,9,14,20,11,19,22,13,8,15,10,16,18,23,3,4,7,12,21,1,2,5,6,17,43,32,44,41,42,45,30,27,37,40,33,38,46,25,31,36,28,39,24,26,35,34,29,33,30,31,28,27,19,26,22,21,18,6,16,20,25,17,23,24,29,34,11,13,7,2,32,12,9,5,1,10,4,3,8,14,15,20,19,14,13,18,12,11,17,15,16,4,5,2,3,10,8,1,6,7,9,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,8.60000000000003,1.93893643553387,8,14,20,9,19,21,12,11,15,10,16,18,23,3,4,7,13,22,1,2,5,6,17,42,30,45,38,41,44,29,26,35,33,39,36,46,27,28,40,32,43,24,25,37,34,31,34,30,33,28,29,20,21,22,26,23,13,16,24,31,17,25,27,19,32,9,7,6,2,18,15,5,3,1,10,11,4,14,12,8,20,19,14,12,17,13,11,15,16,18,2,9,3,7,10,6,1,4,8,5,1,3,6,7,2,4,5,11,11,11,11,11,11,11
3686400,1,8.80000000000001,1.96973844439194,8,14,20,11,19,21,12,9,15,10,16,18,23,3,4,7,13,22,1,2,5,6,17,41,29,44,35,43,45,30,27,32,31,42,34,46,25,26,37,39,40,24,28,33,38,36,34,28,33,27,29,20,18,19,26,22,13,16,23,32,17,24,31,25,30,7,12,4,2,21,11,6,3,1,10,5,9,8,14,15,10,9,4,2,8,3,1,6,5,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,5,6,2,4,7,11,11,11,11,11,11,11
3686400,1,9,2,8,14,20,9,19,21,11,13,15,10,16,18,23,3,4,6,12,22,1,2,5,7,17,41,32,44,34,45,43,29,27,35,30,42,36,46,25,28,38,37,40,24,26,31,33,39,34,31,33,29,30,18,23,20,22,19,10,16,21,27,17,24,26,28,32,11,14,5,7,25,15,6,3,1,8,4,2,13,9,12,10,9,4,2,7,3,1,5,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,9.19999999999997,2.02974661062705,8,14,20,11,19,21,12,10,15,9,16,17,23,2,4,6,13,22,1,3,5,7,18,41,33,43,35,44,45,31,26,34,32,42,37,46,29,25,38,39,40,27,24,28,30,36,34,31,33,26,27,19,22,20,23,18,8,16,21,29,17,24,25,30,32,11,15,5,2,28,13,3,7,1,9,4,6,10,12,14,10,9,4,2,8,3,1,7,6,5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,9.39999999999998,2.05900185083196,8,14,20,9,19,21,11,13,15,10,16,18,23,3,4,6,12,22,1,2,5,7,17,44,34,42,33,45,43,37,31,32,30,41,36,46,27,24,35,38,39,26,25,28,29,40,34,28,33,26,27,17,22,20,24,19,7,15,23,30,18,25,29,21,32,13,16,3,2,31,14,8,5,1,9,6,4,11,12,10,10,9,3,2,8,4,1,6,5,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,9.59999999999997,2.08778756086947,8,14,20,9,19,21,11,13,15,10,16,17,23,3,4,6,12,22,1,2,5,7,18,41,34,44,31,45,42,36,33,35,30,43,37,46,26,28,32,39,38,24,25,29,27,40,34,30,33,25,26,19,23,21,22,18,8,15,20,28,17,24,29,31,32,9,14,6,2,27,10,4,5,1,11,7,3,12,13,16,10,9,4,2,8,3,1,7,6,5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
3686400,1,9.8,2.11612402036781,8,14,20,9,19,21,11,13,15,10,16,18,23,3,4,6,12,22,1,2,5,7,17,39,30,43,36,44,45,33,27,35,31,41,37,46,25,28,32,38,40,24,26,29,34,42,34,30,32,26,27,17,22,19,23,18,8,13,20,29,16,24,28,21,33,11,12,4,6,31,15,3,2,1,9,5,7,10,14,25,10,9,4,2,8,3,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,5,6,1,4,7,11,11,11,11,11,11,11
3686400,1,9.99999999999999,2.14403010022796,8,13,20,9,19,21,10,14,15,11,16,18,23,3,4,6,12,22,1,2,5,7,17,41,33,43,35,44,45,34,26,36,32,40,38,46,25,27,31,37,42,24,30,28,29,39,34,29,30,26,27,18,25,22,20,16,2,13,19,23,15,24,28,33,31,17,10,8,3,32,21,4,7,1,9,6,5,12,14,11,10,9,4,2,8,3,1,7,5,6,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,10.2,2.17152339599684,8,14,20,10,19,21,12,11,15,9,16,17,23,4,3,6,13,22,1,2,5,7,18,40,34,44,35,43,45,31,27,37,32,39,42,46,28,30,33,36,41,24,29,26,25,38,34,28,32,26,27,19,24,22,21,18,6,14,20,25,15,23,29,31,33,13,17,8,2,30,16,7,4,1,9,3,5,10,11,12,10,9,4,3,8,2,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,10.4,2.19862034540709,9,13,20,8,19,21,10,14,15,12,16,17,23,4,3,6,11,22,1,2,5,7,18,42,34,44,37,41,45,36,31,40,33,38,43,46,26,29,30,32,39,24,25,27,28,35,34,29,32,26,27,18,24,22,21,19,6,14,20,25,15,23,28,30,33,13,17,3,2,31,11,7,5,1,10,8,4,9,12,16,10,9,4,3,8,2,1,6,7,5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,10.6,2.22533633232504,10,13,20,8,19,21,11,14,15,9,16,17,23,4,3,6,12,22,1,2,5,7,18,40,35,44,38,42,45,33,28,39,37,36,43,46,26,31,29,32,41,24,25,27,30,34,34,29,30,26,25,16,22,21,20,15,3,12,19,24,13,23,28,33,31,11,10,2,5,32,27,7,6,1,8,9,4,17,18,14,10,9,4,2,8,3,1,6,7,5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,10.8,2.25168577898244,9,14,20,8,19,21,10,13,15,11,16,17,23,3,4,5,12,22,1,2,6,7,18,41,33,43,38,42,45,35,31,36,37,40,44,46,28,27,30,32,39,25,24,29,26,34,34,29,33,26,28,19,25,22,21,18,6,15,20,30,17,24,27,31,32,16,12,7,2,23,14,4,3,1,9,8,5,11,10,13,10,6,4,3,9,2,1,7,5,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
3686400,1,11,2.27768222806872,9,13,20,8,19,21,11,15,14,10,16,17,23,4,3,5,12,22,1,2,6,7,18,42,37,41,33,43,45,38,31,36,32,39,44,46,27,26,30,35,40,24,25,29,28,34,34,30,32,29,28,17,25,23,21,18,5,15,20,22,19,24,27,33,31,13,14,7,3,26,9,4,2,1,10,6,8,11,12,16,10,9,4,2,8,3,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,5,1,2,7,11,11,11,11,11,11,11
3686400,1,11.1999999999999,2.30333841601573,11,14,20,9,19,21,12,10,15,8,16,17,23,3,4,5,13,22,1,2,6,7,18,42,35,43,34,41,45,37,29,36,31,38,44,46,27,25,28,30,40,24,26,33,32,39,34,28,33,23,27,18,19,20,24,21,9,16,22,32,17,25,30,31,29,11,12,3,2,26,13,6,5,1,8,4,7,10,15,14,10,9,4,2,5,3,1,6,7,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,6,7,2,4,5,11,11,11,11,11,11,11
3686400,1,11.4,2.32866633860425,11,14,20,8,19,21,10,12,15,9,16,17,23,4,3,5,13,22,1,2,6,7,18,41,35,42,32,40,45,38,29,39,30,37,44,46,28,26,31,27,43,24,25,33,34,36,34,27,32,26,28,17,22,18,21,16,5,11,19,30,14,24,23,31,29,20,25,6,3,33,15,7,2,1,8,9,4,12,10,13,10,9,4,3,8,2,1,5,7,6,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,11.6,2.35367730985473,12,14,20,8,19,21,10,13,15,9,16,17,23,4,3,5,11,22,1,2,6,7,18,41,35,43,36,40,44,37,28,39,32,38,42,46,25,29,31,30,45,24,26,27,34,33,34,29,31,24,25,17,21,19,20,16,2,13,18,26,15,22,28,32,33,27,23,7,3,30,11,6,4,1,9,8,5,10,14,12,10,8,4,2,9,3,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,11.8,2.37838201502463,11,13,20,8,19,21,9,14,15,10,16,17,23,4,3,5,12,22,1,2,6,7,18,40,33,43,38,41,45,36,31,39,34,37,42,46,28,26,35,30,44,24,27,25,29,32,33,29,31,27,26,18,23,20,21,17,2,11,19,25,16,24,28,32,34,14,12,7,3,30,13,5,4,1,9,6,8,10,15,22,10,9,4,2,5,3,1,7,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
3686400,1,12,2.40279055841865,11,14,20,8,19,21,10,13,15,9,16,17,23,4,3,5,12,22,1,2,6,7,18,42,36,43,33,40,45,37,31,38,32,39,41,46,25,29,35,30,44,24,27,28,26,34,34,29,30,23,27,16,25,20,19,14,3,13,18,26,15,21,28,32,33,24,22,8,2,31,11,6,4,1,9,7,5,10,12,17,10,9,4,3,8,2,1,6,7,5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,12.2,2.4269125066197,12,13,20,8,19,21,9,14,15,10,16,17,23,4,3,5,11,22,1,2,6,7,18,40,31,43,34,42,45,37,28,38,32,39,41,46,29,30,36,33,44,26,25,24,27,35,33,25,31,23,27,17,22,20,19,16,3,11,18,29,14,24,26,34,32,21,13,6,2,30,9,5,4,1,10,7,8,15,12,28,10,7,4,2,6,3,1,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
3686400,1,12.4,2.45075692766633,11,13,20,8,19,21,9,14,15,10,16,17,23,4,3,5,12,22,1,2,6,7,18,42,39,43,34,41,45,36,29,37,33,40,38,46,35,27,31,32,44,30,24,25,26,28,34,29,30,27,26,14,25,20,16,12,2,10,15,28,13,22,24,32,33,19,21,7,4,31,18,5,3,1,9,6,8,11,23,17,10,8,5,4,7,2,1,3,6,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,12.6,2.47433242663209,12,14,20,8,19,21,10,13,15,9,16,17,23,4,3,5,11,22,1,2,6,7,18,44,38,42,32,41,45,39,35,37,33,40,36,46,30,26,27,34,43,24,25,29,28,31,31,27,29,22,20,15,23,19,17,12,2,9,16,11,14,18,26,33,34,25,28,6,4,32,30,8,5,1,7,10,3,13,21,24,10,9,4,3,5,2,1,6,7,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,2,7,6,3,4,5,11,11,11,11,11,11,11
3686400,1,12.8,2.49764717800315,12,13,20,8,19,21,9,14,15,10,16,17,23,3,4,5,11,22,1,2,6,7,18,41,34,43,33,42,45,39,32,37,31,40,36,46,28,27,29,38,44,24,26,25,30,35,34,29,30,24,25,14,22,19,18,13,2,11,17,26,16,21,27,32,33,23,28,6,3,31,20,4,5,1,9,8,7,12,10,15,10,7,4,3,9,2,1,5,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,13,2.52070895519976,12,13,20,8,19,21,9,14,15,10,16,17,23,4,3,5,11,22,1,2,6,7,18,42,33,41,34,43,45,37,31,35,32,39,40,46,25,29,30,36,44,24,26,28,27,38,31,27,29,25,24,14,22,19,16,12,2,9,15,26,13,20,23,34,33,30,28,11,3,32,21,5,4,1,10,6,7,8,17,18,10,8,4,3,6,2,1,5,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
3686400,1,13.2,2.54352515754396,12,14,20,8,19,21,11,13,16,10,15,17,23,4,3,5,9,22,1,2,6,7,18,40,31,43,35,42,45,36,25,37,33,38,41,46,26,29,32,34,44,24,28,27,30,39,32,28,29,24,25,12,23,17,15,11,2,9,14,19,13,21,27,33,34,20,16,8,3,31,18,5,4,1,10,7,6,22,26,30,10,7,4,2,5,3,1,6,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,5,6,1,4,7,11,11,11,11,11,11,11
3686400,1,13.4,2.5661028349387,12,14,20,8,19,21,10,13,15,9,16,17,23,4,3,5,11,22,1,2,6,7,18,42,36,43,35,40,45,34,27,38,33,37,41,46,26,29,31,32,44,24,25,30,28,39,33,27,30,22,25,13,24,19,16,11,2,10,15,18,12,21,23,34,32,29,20,9,3,31,17,7,4,1,6,8,5,26,28,14,10,8,4,3,6,2,1,5,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,13.6,2.58844871049157,12,14,20,8,19,21,10,13,15,9,16,17,23,4,3,5,11,22,1,2,6,7,18,42,33,44,35,41,45,39,30,40,34,36,38,46,26,31,32,27,43,24,25,28,29,37,31,27,30,24,25,13,20,18,16,12,2,8,14,29,10,21,26,33,34,22,23,6,4,32,19,5,3,1,9,7,11,17,15,28,10,8,4,2,5,3,1,6,9,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,5,6,2,4,7,11,11,11,11,11,11,11
3686400,1,13.8,2.61056920128876,12,14,20,8,19,21,11,13,16,9,15,17,23,4,3,5,10,22,1,2,6,7,18,43,33,44,40,41,45,38,27,37,35,36,39,46,25,26,31,29,42,24,32,28,30,34,32,27,30,21,20,9,24,17,14,7,2,6,15,19,12,18,25,34,33,26,28,13,3,31,29,5,4,1,11,8,10,16,22,23,9,5,4,2,7,3,1,6,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,14,2.632470437501,12,14,20,8,19,21,11,13,16,10,15,17,23,4,3,5,9,22,1,2,6,7,18,42,34,44,33,41,45,39,30,40,36,38,37,46,25,28,31,29,43,24,35,27,26,32,31,24,28,18,19,11,21,16,13,9,2,8,14,15,12,17,22,34,33,27,20,10,3,32,25,5,6,1,23,7,4,26,30,29,10,9,4,3,6,2,1,5,7,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,14.2,2.65415827998245,11,13,20,8,18,21,9,14,15,10,16,17,23,4,3,5,12,22,1,2,6,7,19,42,34,44,36,40,45,37,29,43,32,38,39,46,27,35,31,30,41,24,25,28,26,33,32,26,29,21,24,12,19,17,16,13,2,10,15,14,11,22,27,34,33,31,20,9,3,30,18,6,5,1,8,7,4,25,23,28,10,6,4,3,7,2,1,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,14.4,2.6756383365054,13,14,20,8,18,21,10,12,16,9,15,17,23,4,3,5,11,22,1,2,6,7,19,43,35,44,40,41,45,38,27,42,34,39,37,46,25,33,32,30,36,24,26,28,29,31,32,23,29,19,18,10,20,15,12,11,2,8,14,24,13,16,21,34,33,26,25,5,3,31,27,6,4,1,17,9,7,22,28,30,10,6,4,2,5,3,1,7,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,14.6,2.69691597675802,13,14,20,8,19,21,11,12,16,9,15,17,23,4,3,5,10,22,1,2,6,7,18,43,34,44,42,39,45,38,30,40,41,37,36,46,25,32,31,29,35,24,26,27,28,33,31,26,29,21,20,11,19,17,14,10,2,9,15,24,12,18,25,34,33,28,23,8,3,32,27,5,4,1,7,6,16,13,22,30,10,7,4,3,6,2,1,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,4,7,6,1,3,5,11,11,11,11,11,11,11
3686400,1,14.8,2.71799634621836,12,13,20,8,18,21,10,15,16,11,14,17,23,4,3,5,9,22,1,2,6,7,19,43,33,44,37,41,45,39,32,42,40,36,38,46,26,31,28,27,35,24,25,29,30,34,32,24,27,17,23,10,21,16,14,8,2,7,13,9,11,19,22,34,33,31,29,15,5,30,26,6,3,1,20,12,4,18,25,28,10,8,4,2,6,3,1,5,9,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,7,1,4,5,11,11,11,11,11,11,11
3686400,1,15,2.73888437900616,12,13,20,8,18,21,9,14,16,10,15,17,23,4,2,5,11,22,1,3,6,7,19,43,30,44,37,42,45,36,26,39,35,40,41,46,25,28,33,29,38,24,27,32,31,34,30,21,25,15,19,8,22,14,9,7,2,6,10,17,11,16,23,34,32,31,29,12,3,33,27,5,4,1,20,13,18,24,26,28,10,7,4,3,6,2,1,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,7,6,1,4,5,11,11,11,11,11,11,11
3686400,1,15.2,2.75958480980281,13,14,20,8,18,21,10,11,15,9,16,17,23,4,3,5,12,22,1,2,6,7,19,42,33,44,36,43,45,35,26,38,37,39,40,46,25,28,31,30,41,24,27,32,29,34,30,23,25,18,16,6,20,12,9,4,2,3,10,13,11,15,21,34,33,31,28,14,5,32,29,7,8,1,22,17,19,24,26,27,10,8,5,3,4,2,1,6,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,4,3,7,6,1,2,5,11,11,11,11,11,11,11
3686400,1,15.3999999999999,2.78010218492096,13,14,19,8,18,21,10,11,15,9,16,17,23,3,4,5,12,22,1,2,6,7,20,41,30,44,34,43,45,37,26,40,36,38,42,46,25,29,32,33,39,24,28,27,31,35,32,25,27,22,21,11,23,17,14,8,2,7,15,16,13,19,20,34,33,31,30,9,3,29,28,6,5,1,10,12,4,18,24,26,9,3,5,4,7,2,1,6,8,10,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,5,1,2,7,11,11,11,11,11,11,11
